"Timestamp","Name","Type","Rarity","Wish","Pity","Whale_id"
"2020-10-01 23:22:53","The Widsith","Weapon","4",1,"1",1
"2020-10-09 13:29:53","Thrilling Tales of Dragon Slayers","Weapon","3",1,"2",2
"2020-10-09 13:29:53","Skyrider Sword","Weapon","3",1,"3",3
"2020-10-09 13:29:53","Skyrider Sword","Weapon","3",1,"4",4
"2020-10-09 13:29:53","Raven Bow","Weapon","3",1,"5",5
"2020-10-09 13:29:53","Harbinger of Dawn","Weapon","3",1,"6",6
"2020-10-09 13:29:53","Magic Guide","Weapon","3",1,"7",7
"2020-10-09 13:29:53","Ferrous Shadow","Weapon","3",1,"8",8
"2020-10-09 13:29:53","Bennett","Character","4",1,"9",9
"2020-10-09 13:29:53","Bloodtainted Greatsword","Weapon","3",1,"10",10
"2020-10-09 13:29:53","Ferrous Shadow","Weapon","3",1,"11",11
"2020-10-17 16:40:01","Emerald Orb","Weapon","3",1,"12",12
"2020-10-17 16:40:01","Amos Bow","Weapon","5",1,"13",13
"2020-10-17 16:40:01","Sharpshooter's Oath","Weapon","3",1,"14",1
"2020-10-17 16:40:01","Ferrous Shadow","Weapon","3",1,"15",2
"2020-10-17 16:40:01","Magic Guide","Weapon","3",1,"16",3
"2020-10-17 16:40:01","The Flute","Weapon","4",1,"17",4
"2020-10-17 16:40:01","Ferrous Shadow","Weapon","3",1,"18",5
"2020-10-17 16:40:01","Harbinger of Dawn","Weapon","3",1,"19",6
"2020-10-17 16:40:01","Slingshot","Weapon","3",1,"20",7
"2020-10-17 16:40:01","Harbinger of Dawn","Weapon","3",1,"21",8
"2020-10-17 17:00:41","Cool Steel","Weapon","3",1,"22",9
"2020-10-17 17:00:41","Slingshot","Weapon","3",1,"23",10
"2020-10-17 17:00:41","Slingshot","Weapon","3",1,"24",11
"2020-10-17 17:00:41","Black Tassel","Weapon","3",1,"25",12
"2020-10-17 17:00:41","Favonius Lance","Weapon","4",1,"26",13
"2020-10-17 17:00:41","Cool Steel","Weapon","3",1,"27",14
"2020-10-17 17:00:41","Raven Bow","Weapon","3",1,"28",15
"2020-10-17 17:00:41","Emerald Orb","Weapon","3",1,"29",16
"2020-10-17 17:00:41","Ferrous Shadow","Weapon","3",1,"30",17
"2020-10-17 17:00:41","Bloodtainted Greatsword","Weapon","3",1,"31",18
"2020-10-17 17:01:36","Harbinger of Dawn","Weapon","3",1,"32",19
"2020-10-17 17:01:36","Harbinger of Dawn","Weapon","3",1,"33",20
"2020-10-17 17:01:36","The Flute","Weapon","4",1,"34",21
"2020-10-17 17:01:36","Bloodtainted Greatsword","Weapon","3",1,"35",22
"2020-10-17 17:01:36","Magic Guide","Weapon","3",1,"36",23
"2020-10-17 17:01:36","Ferrous Shadow","Weapon","3",1,"37",24
"2020-10-17 17:01:36","Skyrider Sword","Weapon","3",1,"38",25
"2020-10-17 17:01:36","Raven Bow","Weapon","3",1,"39",26
"2020-10-17 17:01:36","Sharpshooter's Oath","Weapon","3",1,"40",27
"2020-10-17 17:01:36","Thrilling Tales of Dragon Slayers","Weapon","3",1,"41",28
"2020-10-17 17:01:46","Favonius Lance","Weapon","4",1,"42",29
"2020-10-17 17:01:46","The Flute","Weapon","4",1,"43",30
"2020-10-17 17:01:46","Raven Bow","Weapon","3",1,"44",31
"2020-10-17 17:01:46","Debate Club","Weapon","3",1,"45",32
"2020-10-17 17:01:46","Slingshot","Weapon","3",1,"46",33
"2020-10-17 17:01:46","Debate Club","Weapon","3",1,"47",34
"2020-10-17 17:01:46","Sharpshooter's Oath","Weapon","3",1,"48",35
"2020-10-17 17:01:46","The Bell","Weapon","4",1,"49",36
"2020-10-17 17:01:46","Favonius Lance","Weapon","4",1,"50",37
"2020-10-17 17:01:46","Cool Steel","Weapon","3",1,"51",38
"2020-10-17 17:01:56","Ferrous Shadow","Weapon","3",1,"52",39
"2020-10-17 17:01:56","Skyrider Sword","Weapon","3",1,"53",40
"2020-10-17 17:01:56","The Widsith","Weapon","4",1,"54",41
"2020-10-17 17:01:56","Skyrider Sword","Weapon","3",1,"55",42
"2020-10-17 17:01:56","Raven Bow","Weapon","3",1,"56",43
"2020-10-17 17:01:56","Noelle","Character","4",1,"57",44
"2020-10-17 17:01:56","Sharpshooter's Oath","Weapon","3",1,"58",45
"2020-10-17 17:01:56","The Widsith","Weapon","4",1,"59",46
"2020-10-17 17:01:56","Raven Bow","Weapon","3",1,"60",47
"2020-10-17 17:01:56","Cool Steel","Weapon","3",1,"61",48
"2020-10-17 17:02:15","Raven Bow","Weapon","3",1,"62",49
"2020-10-17 17:02:15","Skyrider Sword","Weapon","3",1,"63",50
"2020-10-17 17:02:15","Emerald Orb","Weapon","3",1,"64",51
"2020-10-17 17:02:15","Emerald Orb","Weapon","3",1,"65",52
"2020-10-17 17:02:15","Debate Club","Weapon","3",1,"66",53
"2020-10-17 17:02:15","The Flute","Weapon","4",1,"67",54
"2020-10-17 17:02:15","Thrilling Tales of Dragon Slayers","Weapon","3",1,"68",55
"2020-10-17 17:02:15","Sharpshooter's Oath","Weapon","3",1,"69",56
"2020-10-17 17:02:15","Thrilling Tales of Dragon Slayers","Weapon","3",1,"70",57
"2020-10-17 17:02:15","Black Tassel","Weapon","3",1,"71",58
"2020-10-17 17:02:25","Magic Guide","Weapon","3",1,"72",59
"2020-10-17 17:02:25","Slingshot","Weapon","3",1,"73",60
"2020-10-17 17:02:25","Magic Guide","Weapon","3",1,"74",61
"2020-10-17 17:02:25","Amos Bow","Weapon","5",1,"75",62
"2020-10-17 17:02:25","Favonius Lance","Weapon","4",1,"76",1
"2020-10-17 17:02:25","Thrilling Tales of Dragon Slayers","Weapon","3",1,"77",2
"2020-10-17 17:02:25","Sharpshooter's Oath","Weapon","3",1,"78",3
"2020-10-17 17:02:25","Ferrous Shadow","Weapon","3",1,"79",4
"2020-10-17 17:02:25","Bloodtainted Greatsword","Weapon","3",1,"80",5
"2020-10-17 17:02:25","Sharpshooter's Oath","Weapon","3",1,"81",6
"2020-10-17 17:03:16","Raven Bow","Weapon","3",1,"82",7
"2020-10-17 17:03:16","Skyrider Sword","Weapon","3",1,"83",8
"2020-10-17 17:03:16","The Widsith","Weapon","4",1,"84",9
"2020-10-17 17:03:16","Harbinger of Dawn","Weapon","3",1,"85",10
"2020-10-17 17:03:16","Slingshot","Weapon","3",1,"86",11
"2020-10-17 17:03:16","The Stringless","Weapon","4",1,"87",12
"2020-10-17 17:03:16","Magic Guide","Weapon","3",1,"88",13
"2020-10-17 17:03:16","Raven Bow","Weapon","3",1,"89",14
"2020-10-17 17:03:16","Raven Bow","Weapon","3",1,"90",15
"2020-10-17 17:03:16","Cool Steel","Weapon","3",1,"91",16
"2020-10-17 17:03:33","Cool Steel","Weapon","3",1,"92",17
"2020-10-17 17:03:33","Slingshot","Weapon","3",1,"93",18
"2020-10-17 17:03:33","Bloodtainted Greatsword","Weapon","3",1,"94",19
"2020-10-17 17:03:33","The Stringless","Weapon","4",1,"95",20
"2020-10-17 17:03:33","Razor","Character","4",1,"96",21
"2020-10-17 17:03:33","Thrilling Tales of Dragon Slayers","Weapon","3",1,"97",22
"2020-10-17 17:03:33","Cool Steel","Weapon","3",1,"98",23
"2020-10-17 17:03:33","Magic Guide","Weapon","3",1,"99",24
"2020-10-17 17:03:33","Sharpshooter's Oath","Weapon","3",1,"100",25
"2020-10-17 17:03:33","Skyrider Sword","Weapon","3",1,"101",26
"2020-10-17 17:03:45","Raven Bow","Weapon","3",1,"102",27
"2020-10-17 17:03:45","Black Tassel","Weapon","3",1,"103",28
"2020-10-17 17:03:45","Favonius Lance","Weapon","4",1,"104",29
"2020-10-17 17:03:45","Harbinger of Dawn","Weapon","3",1,"105",30
"2020-10-17 17:03:45","Cool Steel","Weapon","3",1,"106",31
"2020-10-17 17:03:45","Sharpshooter's Oath","Weapon","3",1,"107",32
"2020-10-17 17:03:45","Debate Club","Weapon","3",1,"108",33
"2020-10-17 17:03:45","Sharpshooter's Oath","Weapon","3",1,"109",34
"2020-10-17 17:03:45","Harbinger of Dawn","Weapon","3",1,"110",35
"2020-10-17 17:03:45","Ferrous Shadow","Weapon","3",1,"111",36
"2020-10-17 17:03:55","Favonius Lance","Weapon","4",1,"112",37
"2020-10-17 17:03:55","Debate Club","Weapon","3",1,"113",38
"2020-10-17 17:03:55","Bloodtainted Greatsword","Weapon","3",1,"114",39
"2020-10-17 17:03:55","Emerald Orb","Weapon","3",1,"115",40
"2020-10-17 17:03:55","Slingshot","Weapon","3",1,"116",41
"2020-10-17 17:03:55","Ferrous Shadow","Weapon","3",1,"117",42
"2020-10-17 17:03:55","Emerald Orb","Weapon","3",1,"118",43
"2020-10-17 17:03:55","Raven Bow","Weapon","3",1,"119",44
"2020-10-17 17:03:55","Slingshot","Weapon","3",1,"120",45
"2020-10-17 17:03:55","The Widsith","Weapon","4",1,"121",46
"2020-10-17 17:04:04","Bloodtainted Greatsword","Weapon","3",1,"122",47
"2020-10-17 17:04:04","Raven Bow","Weapon","3",1,"123",48
"2020-10-17 17:04:04","Harbinger of Dawn","Weapon","3",1,"124",49
"2020-10-17 17:04:04","Skyrider Sword","Weapon","3",1,"125",50
"2020-10-17 17:04:04","Bloodtainted Greatsword","Weapon","3",1,"126",51
"2020-10-17 17:04:04","Harbinger of Dawn","Weapon","3",1,"127",52
"2020-10-17 17:04:04","Slingshot","Weapon","3",1,"128",53
"2020-10-17 17:04:04","Bloodtainted Greatsword","Weapon","3",1,"129",54
"2020-10-17 17:04:04","The Bell","Weapon","4",1,"130",55
"2020-10-17 17:04:04","Skyrider Sword","Weapon","3",1,"131",56
"2020-10-17 17:04:13","Slingshot","Weapon","3",1,"132",57
"2020-10-17 17:04:13","Emerald Orb","Weapon","3",1,"133",58
"2020-10-17 17:04:13","Slingshot","Weapon","3",1,"134",59
"2020-10-17 17:04:13","Ferrous Shadow","Weapon","3",1,"135",60
"2020-10-17 17:04:13","Harbinger of Dawn","Weapon","3",1,"136",61
"2020-10-17 17:04:13","Emerald Orb","Weapon","3",1,"137",62
"2020-10-17 17:04:13","Favonius Lance","Weapon","4",1,"138",63
"2020-10-17 17:04:13","Harbinger of Dawn","Weapon","3",1,"139",64
"2020-10-17 17:04:13","Debate Club","Weapon","3",1,"140",65
"2020-10-17 17:04:13","Amos Bow","Weapon","5",1,"141",66
"2020-10-17 17:04:55","Debate Club","Weapon","3",1,"142",1
"2020-10-17 17:04:55","Black Tassel","Weapon","3",1,"143",2
"2020-10-17 17:04:55","Debate Club","Weapon","3",1,"144",3
"2020-10-17 17:04:55","Emerald Orb","Weapon","3",1,"145",4
"2020-10-17 17:04:55","Ningguang","Character","4",1,"146",5
"2020-10-17 17:04:55","Cool Steel","Weapon","3",1,"147",6
"2020-10-17 17:04:55","Sharpshooter's Oath","Weapon","3",1,"148",7
"2020-10-17 17:04:55","Emerald Orb","Weapon","3",1,"149",8
"2020-10-17 17:04:55","The Stringless","Weapon","4",1,"150",9
"2020-10-17 17:04:55","Cool Steel","Weapon","3",1,"151",10
"2020-10-17 17:05:08","Ferrous Shadow","Weapon","3",1,"152",11
"2020-10-17 17:05:08","Raven Bow","Weapon","3",1,"153",12
"2020-10-17 17:05:08","Debate Club","Weapon","3",1,"154",13
"2020-10-17 17:05:08","Harbinger of Dawn","Weapon","3",1,"155",14
"2020-10-17 17:05:08","Slingshot","Weapon","3",1,"156",15
"2020-10-17 17:05:08","Emerald Orb","Weapon","3",1,"157",16
"2020-10-17 17:05:08","Black Tassel","Weapon","3",1,"158",17
"2020-10-17 17:05:08","The Bell","Weapon","4",1,"159",18
"2020-10-17 17:05:08","Harbinger of Dawn","Weapon","3",1,"160",19
"2020-10-17 17:05:08","Cool Steel","Weapon","3",1,"161",20
"2020-10-17 17:05:17","Skyrider Sword","Weapon","3",1,"162",21
"2020-10-17 17:05:17","Slingshot","Weapon","3",1,"163",22
"2020-10-17 17:05:17","Black Tassel","Weapon","3",1,"164",23
"2020-10-17 17:05:17","Skyrider Sword","Weapon","3",1,"165",24
"2020-10-17 17:05:17","Emerald Orb","Weapon","3",1,"166",25
"2020-10-17 17:05:17","The Stringless","Weapon","4",1,"167",26
"2020-10-17 17:05:17","Favonius Lance","Weapon","4",1,"168",27
"2020-10-17 17:05:17","Bloodtainted Greatsword","Weapon","3",1,"169",28
"2020-10-17 17:05:17","Slingshot","Weapon","3",1,"170",29
"2020-10-17 17:05:17","Sharpshooter's Oath","Weapon","3",1,"171",30
"2020-10-17 17:05:26","Sharpshooter's Oath","Weapon","3",1,"172",31
"2020-10-17 17:05:26","Harbinger of Dawn","Weapon","3",1,"173",32
"2020-10-17 17:05:26","Emerald Orb","Weapon","3",1,"174",33
"2020-10-17 17:05:26","Skyrider Sword","Weapon","3",1,"175",34
"2020-10-17 17:05:26","Razor","Character","4",1,"176",35
"2020-10-17 17:05:26","Magic Guide","Weapon","3",1,"177",36
"2020-10-17 17:05:26","Slingshot","Weapon","3",1,"178",37
"2020-10-17 17:05:26","Debate Club","Weapon","3",1,"179",38
"2020-10-17 17:05:26","Sharpshooter's Oath","Weapon","3",1,"180",39
"2020-10-17 17:05:26","Harbinger of Dawn","Weapon","3",1,"181",40
"2020-10-17 17:05:35","Thrilling Tales of Dragon Slayers","Weapon","3",1,"182",41
"2020-10-17 17:05:35","Cool Steel","Weapon","3",1,"183",42
"2020-10-17 17:05:35","The Widsith","Weapon","4",1,"184",43
"2020-10-17 17:05:35","Slingshot","Weapon","3",1,"185",44
"2020-10-17 17:05:35","Magic Guide","Weapon","3",1,"186",45
"2020-10-17 17:05:35","Debate Club","Weapon","3",1,"187",46
"2020-10-17 17:05:35","Cool Steel","Weapon","3",1,"188",47
"2020-10-17 17:05:35","Chongyun","Character","4",1,"189",48
"2020-10-17 17:05:35","Sharpshooter's Oath","Weapon","3",1,"190",49
"2020-10-17 17:05:35","Sharpshooter's Oath","Weapon","3",1,"191",50
"2020-10-17 17:05:43","Cool Steel","Weapon","3",1,"192",51
"2020-10-17 17:05:43","Skyrider Sword","Weapon","3",1,"193",52
"2020-10-17 17:05:43","Ferrous Shadow","Weapon","3",1,"194",53
"2020-10-17 17:05:43","Raven Bow","Weapon","3",1,"195",54
"2020-10-17 17:05:43","Debate Club","Weapon","3",1,"196",55
"2020-10-17 17:05:43","Debate Club","Weapon","3",1,"197",56
"2020-10-17 17:05:43","Favonius Lance","Weapon","4",1,"198",57
"2020-10-17 17:05:43","Black Tassel","Weapon","3",1,"199",58
"2020-10-17 17:05:43","Debate Club","Weapon","3",1,"200",59
"2020-10-17 17:05:43","Debate Club","Weapon","3",1,"201",60
"2020-10-17 17:05:52","Slingshot","Weapon","3",1,"202",61
"2020-10-17 17:05:52","Bloodtainted Greatsword","Weapon","3",1,"203",62
"2020-10-17 17:05:52","Raven Bow","Weapon","3",1,"204",63
"2020-10-17 17:05:52","Aquila Favonia","Weapon","5",1,"205",64
