Timestamp,Reward Name,Reward Type,Rarity (Star),Wish Count,Pity Count,Whale_id,Banner,Rate-up,Rate-up_1,Rate-up_2
2020-10-01 06:10:21,Slingshot,Weapon,3,1,1,1,1,0,0,0
2020-10-01 06:10:21,Raven Bow,Weapon,3,2,2,1,1,0,0,0
2020-10-01 06:10:21,Ferrous Shadow,Weapon,3,3,3,1,1,0,0,0
2020-10-01 06:10:21,Skyrider Sword,Weapon,3,4,4,1,1,0,0,0
2020-10-01 06:10:21,Emerald Orb,Weapon,3,5,5,1,1,0,0,0
2020-10-01 06:10:21,Raven Bow,Weapon,3,6,6,1,1,0,0,0
2020-10-01 06:10:21,Bloodtainted Greatsword,Weapon,3,7,7,1,1,0,0,0
2020-10-01 06:10:21,Noelle,Character,4,8,8,1,1,0,0,0
2020-10-01 06:10:21,Emerald Orb,Weapon,3,9,9,1,1,0,0,0
2020-10-01 06:10:21,Black Tassel,Weapon,3,10,10,1,1,0,0,0
2020-10-01 08:43:14,Emerald Orb,Weapon,3,11,11,1,1,0,0,0
2020-10-01 08:43:14,Black Tassel,Weapon,3,12,12,1,1,0,0,0
2020-10-01 08:43:14,Magic Guide,Weapon,3,13,13,1,1,0,0,0
2020-10-01 08:43:14,Debate Club,Weapon,3,14,14,1,1,0,0,0
2020-10-01 08:43:14,Debate Club,Weapon,3,15,15,1,1,0,0,0
2020-10-01 08:43:14,Cool Steel,Weapon,3,16,16,1,1,0,0,0
2020-10-01 08:43:14,The Widsith,Weapon,4,17,17,1,1,1,0,0
2020-10-01 08:43:14,Skyrider Sword,Weapon,3,18,18,1,1,0,0,0
2020-10-01 08:43:14,Slingshot,Weapon,3,19,19,1,1,0,0,0
2020-10-01 08:43:14,Sharpshooter's Oath,Weapon,3,20,20,1,1,0,0,0
2020-10-01 08:44:07,Slingshot,Weapon,3,21,21,1,1,0,0,0
2020-10-01 08:44:07,Raven Bow,Weapon,3,22,22,1,1,0,0,0
2020-10-01 08:44:07,Thrilling Tales of Dragon Slayers,Weapon,3,23,23,1,1,0,0,0
2020-10-01 08:44:07,Skyrider Sword,Weapon,3,24,24,1,1,0,0,0
2020-10-01 08:44:07,Sucrose,Character,4,25,25,1,1,0,0,0
2020-10-01 08:44:07,Cool Steel,Weapon,3,26,26,1,1,0,0,0
2020-10-01 08:44:07,Slingshot,Weapon,3,27,27,1,1,0,0,0
2020-10-01 08:44:07,Emerald Orb,Weapon,3,28,28,1,1,0,0,0
2020-10-01 08:44:07,Harbinger of Dawn,Weapon,3,29,29,1,1,0,0,0
2020-10-01 08:44:07,Harbinger of Dawn,Weapon,3,30,30,1,1,0,0,0
2020-10-01 09:16:14,Ferrous Shadow,Weapon,3,31,31,1,1,0,0,0
2020-10-01 09:16:14,The Flute,Weapon,4,32,32,1,1,1,0,0
2020-10-01 09:16:14,Black Tassel,Weapon,3,33,33,1,1,0,0,0
2020-10-01 09:16:14,The Stringless,Weapon,4,34,34,1,1,1,0,0
2020-10-01 09:16:14,The Bell,Weapon,4,35,35,1,1,1,0,0
2020-10-01 09:16:14,Cool Steel,Weapon,3,36,36,1,1,0,0,0
2020-10-01 09:16:14,Thrilling Tales of Dragon Slayers,Weapon,3,37,37,1,1,0,0,0
2020-10-01 09:16:14,Debate Club,Weapon,3,38,38,1,1,0,0,0
2020-10-01 09:16:14,Sharpshooter's Oath,Weapon,3,39,39,1,1,0,0,0
2020-10-01 09:16:14,Magic Guide,Weapon,3,40,40,1,1,0,0,0
2020-10-04 06:17:16,Harbinger of Dawn,Weapon,3,41,41,1,1,0,0,0
2020-10-04 06:17:16,Sharpshooter's Oath,Weapon,3,42,42,1,1,0,0,0
2020-10-04 06:17:16,Debate Club,Weapon,3,43,43,1,1,0,0,0
2020-10-04 06:17:16,The Bell,Weapon,4,44,44,1,1,1,0,0
2020-10-04 06:17:16,Aquila Favonia,Weapon,5,45,45,1,1,1,0,1
2020-10-04 06:17:16,Raven Bow,Weapon,3,46,1,1,1,0,0,0
2020-10-04 06:17:16,Bloodtainted Greatsword,Weapon,3,47,2,1,1,0,0,0
2020-10-04 06:17:16,Favonius Lance,Weapon,4,48,3,1,1,1,0,0
2020-10-04 06:17:16,Skyrider Sword,Weapon,3,49,4,1,1,0,0,0
2020-10-04 06:17:16,Slingshot,Weapon,3,50,5,1,1,0,0,0
2021-02-02 20:58:49,Harbinger of Dawn,Weapon,3,51,6,1,7,0,0,0
2021-02-02 20:58:49,Black Tassel,Weapon,3,52,7,1,7,0,0,0
2021-02-02 20:58:49,Raven Bow,Weapon,3,53,8,1,7,0,0,0
2021-02-02 20:58:49,Ferrous Shadow,Weapon,3,54,9,1,7,0,0,0
2021-02-02 20:58:49,Skyrider Sword,Weapon,3,55,10,1,7,0,0,0
2021-02-02 20:58:49,Favonius Lance,Weapon,4,56,11,1,7,1,0,0
2021-02-02 20:58:49,Skyrider Sword,Weapon,3,57,12,1,7,0,0,0
2021-02-02 20:58:49,Emerald Orb,Weapon,3,58,13,1,7,0,0,0
2021-02-02 20:58:49,Thrilling Tales of Dragon Slayers,Weapon,3,59,14,1,7,0,0,0
2021-02-02 20:58:49,Slingshot,Weapon,3,60,15,1,7,0,0,0
2021-02-02 20:59:16,Bloodtainted Greatsword,Weapon,3,61,16,1,7,0,0,0
2021-02-02 20:59:16,Raven Bow,Weapon,3,62,17,1,7,0,0,0
2021-02-02 20:59:16,Sharpshooter's Oath,Weapon,3,63,18,1,7,0,0,0
2021-02-02 20:59:16,Rust,Weapon,4,64,19,1,7,1,0,0
2021-02-02 20:59:16,Black Tassel,Weapon,3,65,20,1,7,0,0,0
2021-02-02 20:59:16,Bloodtainted Greatsword,Weapon,3,66,21,1,7,0,0,0
2021-02-02 20:59:16,Cool Steel,Weapon,3,67,22,1,7,0,0,0
2021-02-02 20:59:16,Magic Guide,Weapon,3,68,23,1,7,0,0,0
2021-02-02 20:59:16,Sharpshooter's Oath,Weapon,3,69,24,1,7,0,0,0
2021-02-02 20:59:16,Rust,Weapon,4,70,25,1,7,1,0,0
2021-02-02 20:59:40,Thrilling Tales of Dragon Slayers,Weapon,3,71,26,1,7,0,0,0
2021-02-02 20:59:40,Thrilling Tales of Dragon Slayers,Weapon,3,72,27,1,7,0,0,0
2021-02-02 20:59:40,Barbara,Character,4,73,28,1,7,0,0,0
2021-02-02 20:59:40,Sacrificial Greatsword,Weapon,4,74,29,1,7,1,0,0
2021-02-02 20:59:40,Magic Guide,Weapon,3,75,30,1,7,0,0,0
2021-02-02 20:59:40,Ferrous Shadow,Weapon,3,76,31,1,7,0,0,0
2021-02-02 20:59:40,Raven Bow,Weapon,3,77,32,1,7,0,0,0
2021-02-02 20:59:40,Cool Steel,Weapon,3,78,33,1,7,0,0,0
2021-02-02 20:59:40,Thrilling Tales of Dragon Slayers,Weapon,3,79,34,1,7,0,0,0
2021-02-02 20:59:40,Rust,Weapon,4,80,35,1,7,1,0,0
2021-02-02 20:59:46,Thrilling Tales of Dragon Slayers,Weapon,3,81,36,1,7,0,0,0
2021-02-02 20:59:46,Thrilling Tales of Dragon Slayers,Weapon,3,82,37,1,7,0,0,0
2021-02-02 20:59:46,Debate Club,Weapon,3,83,38,1,7,0,0,0
2021-02-02 20:59:46,Ferrous Shadow,Weapon,3,84,39,1,7,0,0,0
2021-02-02 20:59:46,Raven Bow,Weapon,3,85,40,1,7,0,0,0
2021-02-02 20:59:46,Thrilling Tales of Dragon Slayers,Weapon,3,86,41,1,7,0,0,0
2021-02-02 20:59:46,Rust,Weapon,4,87,42,1,7,1,0,0
2021-02-02 20:59:46,Cool Steel,Weapon,3,88,43,1,7,0,0,0
2021-02-02 20:59:46,Bloodtainted Greatsword,Weapon,3,89,44,1,7,0,0,0
2021-02-02 20:59:46,Sharpshooter's Oath,Weapon,3,90,45,1,7,0,0,0
2021-02-02 20:59:52,Skyrider Sword,Weapon,3,91,46,1,7,0,0,0
2021-02-02 20:59:52,Debate Club,Weapon,3,92,47,1,7,0,0,0
2021-02-02 20:59:52,Thrilling Tales of Dragon Slayers,Weapon,3,93,48,1,7,0,0,0
2021-02-02 20:59:52,Harbinger of Dawn,Weapon,3,94,49,1,7,0,0,0
2021-02-02 20:59:52,Favonius Lance,Weapon,4,95,50,1,7,1,0,0
2021-02-02 20:59:52,Sharpshooter's Oath,Weapon,3,96,51,1,7,0,0,0
2021-02-02 20:59:52,Skyrider Sword,Weapon,3,97,52,1,7,0,0,0
2021-02-02 20:59:52,Black Tassel,Weapon,3,98,53,1,7,0,0,0
2021-02-02 20:59:52,Magic Guide,Weapon,3,99,54,1,7,0,0,0
2021-02-02 20:59:52,Ferrous Shadow,Weapon,3,100,55,1,7,0,0,0
2021-02-02 21:00:01,Magic Guide,Weapon,3,101,56,1,7,0,0,0
2021-02-02 21:00:01,Thrilling Tales of Dragon Slayers,Weapon,3,102,57,1,7,0,0,0
2021-02-02 21:00:01,Favonius Lance,Weapon,4,103,58,1,7,1,0,0
2021-02-02 21:00:01,Debate Club,Weapon,3,104,59,1,7,0,0,0
2021-02-02 21:00:01,Raven Bow,Weapon,3,105,60,1,7,0,0,0
2021-02-02 21:00:01,Ferrous Shadow,Weapon,3,106,61,1,7,0,0,0
2021-02-02 21:00:01,Cool Steel,Weapon,3,107,62,1,7,0,0,0
2021-02-02 21:00:01,Black Tassel,Weapon,3,108,63,1,7,0,0,0
2021-02-02 21:00:01,Raven Bow,Weapon,3,109,64,1,7,0,0,0
2021-02-02 21:00:01,Thrilling Tales of Dragon Slayers,Weapon,3,110,65,1,7,0,0,0
2021-02-02 21:00:10,Eye of Perception,Weapon,4,111,66,1,7,1,0,0
2021-02-02 21:00:10,Skyrider Sword,Weapon,3,112,67,1,7,0,0,0
2021-02-02 21:00:10,Primordial Jade Winged-Spear,Weapon,5,113,68,1,7,1,0,1
2021-02-02 21:00:10,Sacrificial Greatsword,Weapon,4,114,1,1,7,1,0,0
2021-02-02 21:00:10,Magic Guide,Weapon,3,115,2,1,7,0,0,0
2021-02-02 21:00:10,Bloodtainted Greatsword,Weapon,3,116,3,1,7,0,0,0
2021-02-02 21:00:10,Debate Club,Weapon,3,117,4,1,7,0,0,0
